student_id,week,mood_score,check_in_date
STU0013,16,,2024-12-22
STU0014,1,7.66,2024-09-08
STU0014,2,6.03,2024-09-15
STU0014,3,9.48,2024-09-22
STU0014,4,7.92,2024-09-29
STU0014,5,6.61,2024-10-06
STU0014,6,7.9,2024-10-13
STU0014,7,7.21,2024-10-20
STU0014,8,7.2,2024-10-27
STU0014,9,,2024-11-03
STU0014,10,,2024-11-10
STU0014,11,5.91,2024-11-17
STU0014,12,8.2,2024-11-24
STU0014,13,8.51,2024-12-01
STU0014,14,7.58,2024-12-08
STU0014,15,8.23,2024-12-15
STU0014,16,6.91,2024-12-22
STU0015,1,5.87,2024-09-08
STU0015,2,8.56,2024-09-15
STU0015,3,8.05,2024-09-22
STU0015,4,7.45,2024-09-29
STU0015,5,9.15,2024-10-06
STU0015,6,6.65,2024-10-13
STU0015,7,8.23,2024-10-20
STU0015,8,6.52,2024-10-27
STU0015,9,7.96,2024-11-03
STU0015,10,,2024-11-10
STU0015,11,6.64,2024-11-17
STU0015,12,,2024-11-24
STU0015,13,5.03,2024-12-01
STU0015,14,,2024-12-08
STU0015,15,,2024-12-15
STU0015,16,1.22,2024-12-22
STU0016,1,7.78,2024-09-08
STU0016,2,,2024-09-15
STU0016,3,7.06,2024-09-22
STU0016,4,7.46,2024-09-29
STU0016,5,8.02,2024-10-06
STU0016,6,7.73,2024-10-13
STU0016,7,7.36,2024-10-20
STU0016,8,8.68,2024-10-27
STU0016,9,6.35,2024-11-03
STU0016,10,,2024-11-10
STU0016,11,,2024-11-17
STU0016,12,6.53,2024-11-24
STU0016,13,,2024-12-01
STU0016,14,7.04,2024-12-08
STU0016,15,,2024-12-15
STU0016,16,6.76,2024-12-22
STU0017,1,8.07,2024-09-08
STU0017,2,9.32,2024-09-15
STU0017,3,7.45,2024-09-22
STU0017,4,8.57,2024-09-29
STU0017,5,7.14,2024-10-06
STU0017,6,6.28,2024-10-13
STU0017,7,6.7,2024-10-20
STU0017,8,7.55,2024-10-27
STU0017,9,5.65,2024-11-03
STU0017,10,,2024-11-10
STU0017,11,5.99,2024-11-17
STU0017,12,5.63,2024-11-24
STU0017,13,6.58,2024-12-01
STU0017,14,6.05,2024-12-08
STU0017,15,5.0,2024-12-15
STU0017,16,6.61,2024-12-22
STU0018,1,8.46,2024-09-08
STU0018,2,7.87,2024-09-15
STU0018,3,8.38,2024-09-22
STU0018,4,8.37,2024-09-29
STU0018,5,7.62,2024-10-06
STU0018,6,7.47,2024-10-13
STU0018,7,9.33,2024-10-20
STU0018,8,,2024-10-27
STU0018,9,7.32,2024-11-03
STU0018,10,,2024-11-10
STU0018,11,,2024-11-17
STU0018,12,8.43,2024-11-24
STU0018,13,7.48,2024-12-01
STU0018,14,7.79,2024-12-08
STU0018,15,,2024-12-15
STU0018,16,8.65,2024-12-22
STU0019,1,9.0,2024-09-08
STU0019,2,7.92,2024-09-15
STU0019,3,6.2,2024-09-22
STU0019,4,7.51,2024-09-29
STU0019,5,6.77,2024-10-06
STU0019,6,,2024-10-13
STU0019,7,8.5,2024-10-20
STU0019,8,8.53,2024-10-27
STU0019,9,8.19,2024-11-03
STU0019,10,,2024-11-10
STU0019,11,8.19,2024-11-17
STU0019,12,8.69,2024-11-24
STU0019,13,,2024-12-01
STU0019,14,7.24,2024-12-08
STU0019,15,8.09,2024-12-15
STU0019,16,8.11,2024-12-22
STU0020,1,7.71,2024-09-08
STU0020,2,,2024-09-15
STU0020,3,7.43,2024-09-22
STU0020,4,4.92,2024-09-29
STU0020,5,4.93,2024-10-06
STU0020,6,5.08,2024-10-13
STU0020,7,5.29,2024-10-20
STU0020,8,4.33,2024-10-27
STU0020,9,4.59,2024-11-03
STU0020,10,4.28,2024-11-10
STU0020,11,4.47,2024-11-17
STU0020,12,,2024-11-24
STU0020,13,5.62,2024-12-01
STU0020,14,3.54,2024-12-08
STU0020,15,4.96,2024-12-15
STU0020,16,3.52,2024-12-22
STU0021,1,9.03,2024-09-08
STU0021,2,8.97,2024-09-15
STU0021,3,8.03,2024-09-22
STU0021,4,8.51,2024-09-29
STU0021,5,9.78,2024-10-06
STU0021,6,8.53,2024-10-13
STU0021,7,9.26,2024-10-20
STU0021,8,7.97,2024-10-27
STU0021,9,9.54,2024-11-03
STU0021,10,7.83,2024-11-10
STU0021,11,5.71,2024-11-17
STU0021,12,7.11,2024-11-24
STU0021,13,7.28,2024-12-01
STU0021,14,4.35,2024-12-08
STU0021,15,3.17,2024-12-15
STU0021,16,2.67,2024-12-22
STU0022,1,5.6,2024-09-08
STU0022,2,6.17,2024-09-15
STU0022,3,,2024-09-22
STU0022,4,6.47,2024-09-29
STU0022,5,,2024-10-06
STU0022,6,6.7,2024-10-13
STU0022,7,4.87,2024-10-20
STU0022,8,4.31,2024-10-27
STU0022,9,5.05,2024-11-03
STU0022,10,4.67,2024-11-10
STU0022,11,5.14,2024-11-17
STU0022,12,4.78,2024-11-24
STU0022,13,4.44,2024-12-01
STU0022,14,2.67,2024-12-08
STU0022,15,3.7,2024-12-15
STU0022,16,2.58,2024-12-22
STU0023,1,6.72,2024-09-08
STU0023,2,6.46,2024-09-15
STU0023,3,8.2,2024-09-22
STU0023,4,,2024-09-29
STU0023,5,5.38,2024-10-06
STU0023,6,7.23,2024-10-13
STU0023,7,4.35,2024-10-20
STU0023,8,5.66,2024-10-27
STU0023,9,,2024-11-03
STU0023,10,5.33,2024-11-10
STU0023,11,5.1,2024-11-17
STU0023,12,5.1,2024-11-24
STU0023,13,4.88,2024-12-01
STU0023,14,,2024-12-08
STU0023,15,5.18,2024-12-15
STU0023,16,,2024-12-22
STU0024,1,5.49,2024-09-08
STU0024,2,,2024-09-15
STU0024,3,4.6,2024-09-22
STU0024,4,5.28,2024-09-29
STU0024,5,4.56,2024-10-06
STU0024,6,6.0,2024-10-13
STU0024,7,5.08,2024-10-20
STU0024,8,,2024-10-27
STU0024,9,4.53,2024-11-03
STU0024,10,3.17,2024-11-10
STU0024,11,3.68,2024-11-17
STU0024,12,5.44,2024-11-24
STU0024,13,,2024-12-01
STU0024,14,4.3,2024-12-08
STU0024,15,4.85,2024-12-15
STU0024,16,,2024-12-22
STU0025,1,8.16,2024-09-08
STU0025,2,6.88,2024-09-15
STU0025,3,8.8,2024-09-22
STU0025,4,7.88,2024-09-29
STU0025,5,7.32,2024-10-06
STU0025,6,6.89,2024-10-13
STU0025,7,8.05,2024-10-20
STU0025,8,7.92,2024-10-27
STU0025,9,8.46,2024-11-03
STU0025,10,8.71,2024-11-10
STU0025,11,,2024-11-17
STU0025,12,10.0,2024-11-24
STU0025,13,,2024-12-01
STU0025,14,8.33,2024-12-08
STU0025,15,8.15,2024-12-15
STU0025,16,8.01,2024-12-22
STU0026,1,5.05,2024-09-08
STU0026,2,7.36,2024-09-15
STU0026,3,7.23,2024-09-22
STU0026,4,6.14,2024-09-29
STU0026,5,5.66,2024-10-06
STU0026,6,6.66,2024-10-13
STU0026,7,5.24,2024-10-20
STU0026,8,,2024-10-27
STU0026,9,4.45,2024-11-03
STU0026,10,6.13,2024-11-10
STU0026,11,2.25,2024-11-17
STU0026,12,2.77,2024-11-24
STU0026,13,1.41,2024-12-01
STU0026,14,1.0,2024-12-08
STU0026,15,1.0,2024-12-15
STU0026,16,1.0,2024-12-22
STU0027,1,,2024-09-08
STU0027,2,6.68,2024-09-15
STU0027,3,6.96,2024-09-22
STU0027,4,7.29,2024-09-29
STU0027,5,7.5,2024-10-06
STU0027,6,7.72,2024-10-13
STU0027,7,8.7,2024-10-20
STU0027,8,8.13,2024-10-27
STU0027,9,7.19,2024-11-03
STU0027,10,7.18,2024-11-10
STU0027,11,7.36,2024-11-17
STU0027,12,7.56,2024-11-24
STU0027,13,7.16,2024-12-01
STU0027,14,,2024-12-08
STU0027,15,8.14,2024-12-15
STU0027,16,7.96,2024-12-22
STU0028,1,7.52,2024-09-08
STU0028,2,7.56,2024-09-15
STU0028,3,7.84,2024-09-22
STU0028,4,7.5,2024-09-29
STU0028,5,,2024-10-06
STU0028,6,8.4,2024-10-13
STU0028,7,,2024-10-20
STU0028,8,7.93,2024-10-27
STU0028,9,7.51,2024-11-03
STU0028,10,,2024-11-10
STU0028,11,7.73,2024-11-17
STU0028,12,7.24,2024-11-24
STU0028,13,8.57,2024-12-01
STU0028,14,9.88,2024-12-08
STU0028,15,8.14,2024-12-15
STU0028,16,9.21,2024-12-22
STU0029,1,8.83,2024-09-08
STU0029,2,8.96,2024-09-15
STU0029,3,7.45,2024-09-22
STU0029,4,8.11,2024-09-29
STU0029,5,7.99,2024-10-06
STU0029,6,7.22,2024-10-13
STU0029,7,6.83,2024-10-20
STU0029,8,8.3,2024-10-27
STU0029,9,7.88,2024-11-03
STU0029,10,6.65,2024-11-10
STU0029,11,,2024-11-17
STU0029,12,8.54,2024-11-24
STU0029,13,7.08,2024-12-01
STU0029,14,6.39,2024-12-08
STU0029,15,7.23,2024-12-15
STU0029,16,7.62,2024-12-22
STU0030,1,8.56,2024-09-08
STU0030,2,6.81,2024-09-15
STU0030,3,5.89,2024-09-22
STU0030,4,,2024-09-29
STU0030,5,7.6,2024-10-06
STU0030,6,,2024-10-13
STU0030,7,,2024-10-20
STU0030,8,6.86,2024-10-27
STU0030,9,7.24,2024-11-03
STU0030,10,7.71,2024-11-10
STU0030,11,6.92,2024-11-17
STU0030,12,7.85,2024-11-24
STU0030,13,7.95,2024-12-01
STU0030,14,7.58,2024-12-08
STU0030,15,8.22,2024-12-15
STU0030,16,7.46,2024-12-22
STU0031,1,8.15,2024-09-08
STU0031,2,7.07,2024-09-15
STU0031,3,,2024-09-22
STU0031,4,9.12,2024-09-29
STU0031,5,8.67,2024-10-06
STU0031,6,8.05,2024-10-13
STU0031,7,,2024-10-20
STU0031,8,8.43,2024-10-27
STU0031,9,8.26,2024-11-03
STU0031,10,8.95,2024-11-10
STU0031,11,9.89,2024-11-17
STU0031,12,7.43,2024-11-24
STU0031,13,7.73,2024-12-01
STU0031,14,9.24,2024-12-08
STU0031,15,7.84,2024-12-15
STU0031,16,8.55,2024-12-22
STU0032,1,8.0,2024-09-08
STU0032,2,8.37,2024-09-15
STU0032,3,7.53,2024-09-22
STU0032,4,10.0,2024-09-29
STU0032,5,8.6,2024-10-06
STU0032,6,8.52,2024-10-13
STU0032,7,10.0,2024-10-20
STU0032,8,8.35,2024-10-27
STU0032,9,8.54,2024-11-03
STU0032,10,6.93,2024-11-10
STU0032,11,,2024-11-17
STU0032,12,7.4,2024-11-24
STU0032,13,6.94,2024-12-01
STU0032,14,8.09,2024-12-08
STU0032,15,,2024-12-15
STU0032,16,7.95,2024-12-22
STU0033,1,,2024-09-08
STU0033,2,7.42,2024-09-15
STU0033,3,8.63,2024-09-22
STU0033,4,8.6,2024-09-29
STU0033,5,8.9,2024-10-06
STU0033,6,8.44,2024-10-13
STU0033,7,7.85,2024-10-20
STU0033,8,,2024-10-27
STU0033,9,8.93,2024-11-03
STU0033,10,7.49,2024-11-10
STU0033,11,7.97,2024-11-17
STU0033,12,8.38,2024-11-24
STU0033,13,7.62,2024-12-01
STU0033,14,8.22,2024-12-08
STU0033,15,8.47,2024-12-15
STU0033,16,8.78,2024-12-22
STU0034,1,6.75,2024-09-08
STU0034,2,7.72,2024-09-15
STU0034,3,6.43,2024-09-22
STU0034,4,6.93,2024-09-29
STU0034,5,7.78,2024-10-06
STU0034,6,7.36,2024-10-13
STU0034,7,6.85,2024-10-20
STU0034,8,5.96,2024-10-27
STU0034,9,7.23,2024-11-03
STU0034,10,6.31,2024-11-10
STU0034,11,,2024-11-17
STU0034,12,6.58,2024-11-24
STU0034,13,,2024-12-01
STU0034,14,7.6,2024-12-08
STU0034,15,7.26,2024-12-15
STU0034,16,6.98,2024-12-22
STU0035,1,,2024-09-08
STU0035,2,5.98,2024-09-15
STU0035,3,7.19,2024-09-22
STU0035,4,6.84,2024-09-29
STU0035,5,6.59,2024-10-06
STU0035,6,5.99,2024-10-13
STU0035,7,,2024-10-20
STU0035,8,5.86,2024-10-27
STU0035,9,5.66,2024-11-03
STU0035,10,5.72,2024-11-10
STU0035,11,5.28,2024-11-17
STU0035,12,4.36,2024-11-24
STU0035,13,3.27,2024-12-01
STU0035,14,,2024-12-08
STU0035,15,3.32,2024-12-15
STU0035,16,4.82,2024-12-22
STU0036,1,8.44,2024-09-08
STU0036,2,7.79,2024-09-15
STU0036,3,7.51,2024-09-22
STU0036,4,7.94,2024-09-29
STU0036,5,7.73,2024-10-06
STU0036,6,8.68,2024-10-13
STU0036,7,8.32,2024-10-20
STU0036,8,,2024-10-27
STU0036,9,6.91,2024-11-03
STU0036,10,7.06,2024-11-10
STU0036,11,8.19,2024-11-17
STU0036,12,,2024-11-24
STU0036,13,8.0,2024-12-01
STU0036,14,6.61,2024-12-08
STU0036,15,7.19,2024-12-15
STU0036,16,7.72,2024-12-22
STU0037,1,5.44,2024-09-08
STU0037,2,3.65,2024-09-15
STU0037,3,5.27,2024-09-22
STU0037,4,5.22,2024-09-29
STU0037,5,5.22,2024-10-06
STU0037,6,4.78,2024-10-13
STU0037,7,5.66,2024-10-20
STU0037,8,3.84,2024-10-27
STU0037,9,,2024-11-03
STU0037,10,3.53,2024-11-10
STU0037,11,1.91,2024-11-17
STU0037,12,1.79,2024-11-24
STU0037,13,1.0,2024-12-01
STU0037,14,1.0,2024-12-08
STU0037,15,,2024-12-15
STU0037,16,1.0,2024-12-22
STU0038,1,8.32,2024-09-08
STU0038,2,6.53,2024-09-15
STU0038,3,7.83,2024-09-22
STU0038,4,8.24,2024-09-29
STU0038,5,8.03,2024-10-06
STU0038,6,8.37,2024-10-13
STU0038,7,7.48,2024-10-20
STU0038,8,9.74,2024-10-27
STU0038,9,7.97,2024-11-03
STU0038,10,7.59,2024-11-10
STU0038,11,9.05,2024-11-17
STU0038,12,,2024-11-24
STU0038,13,9.15,2024-12-01
STU0038,14,8.12,2024-12-08
STU0038,15,7.16,2024-12-15
STU0038,16,8.48,2024-12-22
STU0039,1,7.95,2024-09-08
STU0039,2,,2024-09-15
STU0039,3,7.19,2024-09-22
STU0039,4,7.56,2024-09-29
STU0039,5,7.82,2024-10-06
STU0039,6,7.21,2024-10-13
STU0039,7,7.95,2024-10-20
STU0039,8,8.66,2024-10-27
STU0039,9,6.69,2024-11-03
STU0039,10,6.61,2024-11-10
STU0039,11,6.09,2024-11-17
STU0039,12,7.21,2024-11-24
STU0039,13,8.13,2024-12-01
STU0039,14,7.6,2024-12-08
STU0039,15,7.86,2024-12-15
STU0039,16,6.43,2024-12-22
STU0040,1,10.0,2024-09-08
STU0040,2,8.96,2024-09-15
STU0040,3,10.0,2024-09-22
STU0040,4,9.26,2024-09-29
STU0040,5,8.34,2024-10-06
STU0040,6,10.0,2024-10-13
STU0040,7,8.7,2024-10-20
STU0040,8,9.42,2024-10-27
STU0040,9,9.05,2024-11-03
STU0040,10,9.43,2024-11-10
STU0040,11,9.06,2024-11-17
STU0040,12,9.42,2024-11-24
STU0040,13,9.7,2024-12-01
STU0040,14,8.19,2024-12-08
STU0040,15,8.98,2024-12-15
STU0040,16,8.59,2024-12-22
STU0041,1,7.36,2024-09-08
STU0041,2,7.84,2024-09-15
STU0041,3,7.34,2024-09-22
STU0041,4,7.12,2024-09-29
STU0041,5,6.92,2024-10-06
STU0041,6,7.24,2024-10-13
STU0041,7,7.66,2024-10-20
STU0041,8,5.16,2024-10-27
STU0041,9,5.58,2024-11-03
STU0041,10,6.17,2024-11-10
STU0041,11,6.3,2024-11-17
STU0041,12,5.7,2024-11-24
STU0041,13,5.03,2024-12-01
STU0041,14,4.21,2024-12-08
STU0041,15,5.21,2024-12-15
STU0041,16,5.75,2024-12-22
STU0042,1,8.3,2024-09-08
STU0042,2,8.8,2024-09-15
STU0042,3,,2024-09-22
STU0042,4,,2024-09-29
STU0042,5,8.23,2024-10-06
STU0042,6,8.43,2024-10-13
STU0042,7,,2024-10-20
STU0042,8,8.02,2024-10-27
STU0042,9,7.27,2024-11-03
STU0042,10,9.51,2024-11-10
STU0042,11,9.59,2024-11-17
STU0042,12,8.49,2024-11-24
STU0042,13,8.33,2024-12-01
STU0042,14,7.79,2024-12-08
STU0042,15,8.67,2024-12-15
STU0042,16,8.07,2024-12-22
STU0043,1,8.16,2024-09-08
STU0043,2,8.85,2024-09-15
STU0043,3,9.1,2024-09-22
STU0043,4,8.23,2024-09-29
STU0043,5,6.39,2024-10-06
STU0043,6,,2024-10-13
STU0043,7,8.09,2024-10-20
STU0043,8,7.46,2024-10-27
STU0043,9,7.64,2024-11-03
STU0043,10,,2024-11-10
STU0043,11,8.6,2024-11-17
STU0043,12,7.18,2024-11-24
STU0043,13,6.42,2024-12-01
STU0043,14,8.43,2024-12-08
STU0043,15,,2024-12-15
STU0043,16,8.54,2024-12-22
STU0044,1,7.18,2024-09-08
STU0044,2,,2024-09-15
STU0044,3,7.73,2024-09-22
STU0044,4,8.1,2024-09-29
STU0044,5,,2024-10-06
STU0044,6,7.23,2024-10-13
STU0044,7,6.8,2024-10-20
STU0044,8,8.23,2024-10-27
STU0044,9,7.76,2024-11-03
STU0044,10,7.05,2024-11-10
STU0044,11,8.34,2024-11-17
STU0044,12,7.18,2024-11-24
STU0044,13,7.4,2024-12-01
STU0044,14,8.1,2024-12-08
STU0044,15,7.98,2024-12-15
STU0044,16,8.53,2024-12-22
STU0045,1,7.06,2024-09-08
STU0045,2,8.65,2024-09-15
STU0045,3,6.77,2024-09-22
STU0045,4,9.05,2024-09-29
STU0045,5,7.49,2024-10-06
STU0045,6,7.62,2024-10-13
STU0045,7,6.42,2024-10-20
STU0045,8,6.89,2024-10-27
STU0045,9,5.95,2024-11-03
STU0045,10,5.55,2024-11-10
STU0045,11,5.49,2024-11-17
STU0045,12,6.29,2024-11-24
STU0045,13,6.67,2024-12-01
STU0045,14,5.71,2024-12-08
STU0045,15,5.78,2024-12-15
STU0045,16,,2024-12-22
STU0046,1,8.98,2024-09-08
STU0046,2,,2024-09-15
STU0046,3,8.49,2024-09-22
STU0046,4,8.19,2024-09-29
STU0046,5,9.91,2024-10-06
STU0046,6,7.72,2024-10-13
STU0046,7,7.3,2024-10-20
STU0046,8,8.62,2024-10-27
STU0046,9,8.13,2024-11-03
STU0046,10,,2024-11-10
STU0046,11,,2024-11-17
STU0046,12,7.53,2024-11-24
STU0046,13,8.38,2024-12-01
STU0046,14,8.11,2024-12-08
STU0046,15,8.8,2024-12-15
STU0046,16,,2024-12-22
STU0047,1,7.78,2024-09-08
STU0047,2,7.09,2024-09-15
STU0047,3,8.91,2024-09-22
STU0047,4,8.89,2024-09-29
STU0047,5,8.57,2024-10-06
STU0047,6,8.88,2024-10-13
STU0047,7,7.49,2024-10-20
STU0047,8,7.54,2024-10-27
STU0047,9,8.86,2024-11-03
STU0047,10,8.46,2024-11-10
STU0047,11,7.84,2024-11-17
STU0047,12,7.28,2024-11-24
STU0047,13,6.28,2024-12-01
STU0047,14,7.47,2024-12-08
STU0047,15,6.31,2024-12-15
STU0047,16,7.63,2024-12-22
STU0048,1,5.35,2024-09-08
STU0048,2,4.94,2024-09-15
STU0048,3,3.92,2024-09-22
STU0048,4,,2024-09-29
STU0048,5,4.53,2024-10-06
STU0048,6,5.3,2024-10-13
STU0048,7,5.01,2024-10-20
STU0048,8,5.32,2024-10-27
STU0048,9,3.21,2024-11-03
STU0048,10,3.75,2024-11-10
STU0048,11,4.44,2024-11-17
STU0048,12,2.23,2024-11-24
STU0048,13,3.63,2024-12-01
STU0048,14,3.23,2024-12-08
STU0048,15,,2024-12-15
STU0048,16,3.17,2024-12-22
STU0049,1,8.27,2024-09-08
STU0049,2,7.51,2024-09-15
STU0049,3,7.58,2024-09-22
STU0049,4,7.58,2024-09-29
STU0049,5,7.5,2024-10-06
STU0049,6,7.83,2024-10-13
STU0049,7,6.68,2024-10-20
STU0049,8,7.99,2024-10-27
STU0049,9,7.89,2024-11-03
STU0049,10,8.13,2024-11-10
STU0049,11,9.9,2024-11-17
STU0049,12,8.02,2024-11-24
STU0049,13,9.28,2024-12-01
STU0049,14,,2024-12-08
STU0049,15,7.76,2024-12-15
STU0049,16,6.17,2024-12-22
STU0050,1,6.75,2024-09-08
STU0050,2,6.99,2024-09-15
STU0050,3,7.11,2024-09-22
STU0050,4,6.08,2024-09-29
STU0050,5,,2024-10-06
STU0050,6,6.44,2024-10-13
STU0050,7,5.64,2024-10-20
STU0050,8,,2024-10-27
STU0050,9,6.83,2024-11-03
